,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.7693084693084694,0.8555555555555555,0.7849135536163677,0.43597513597513604,1.6666666666666667,1.0,0.1495515984338477,0.1396645009997393,0.05512224166055415,0.2955197003975855,0.4714045207910317
cart,0.8888888888888888,0.32440087145969504,0.4586080586080586,0.5555555555555556,2.0,1.0,0.15713484026367724,0.17960607779901763,0.2099664884778723,0.3136559119305976,0.0
