,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.4706349206349207,0.8571428571428571,0.5380333951762523,0.32777777777777783,1.8333333333333333,0.8571428571428571,0.4001401241085962,0.3499271061118826,0.3790693488068317,0.28882878648298643,0.3726779962499649
cart,0.2857142857142857,0.1326530612244898,0.18095238095238095,0.14285714285714285,2.0,0.2857142857142857,0.4517539514526257,0.21060987184234992,0.28666508463414114,0.4709345355085926,0.0
