,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.6666666666666666,0.643859649122807,0.5993723311210578,0.3333333333333333,1.6666666666666667,1.0,0.3954473426678264,0.12278195232928206,0.2965542119644837,0.21555099823976961,0.4714045207910317
cart,0.6481481481481481,0.4982456140350877,0.5563063063063063,0.3148148148148149,2.0,0.6666666666666666,0.45887080345792103,0.37229376434248523,0.39936694081116975,0.3031247213006046,0.0
