,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.6031746031746031,0.5042735042735043,0.5388888888888889,0.35317460317460314,1.3333333333333333,0.75,0.38342451838670355,0.3551382330652433,0.35603266600026917,0.2804400665500955,0.4714045207910317
cart,0.6642857142857143,0.47649572649572647,0.5428571428571428,0.41428571428571426,1.6666666666666667,0.75,0.3903818120554203,0.3543853503610371,0.3562846832382836,0.2812506238180344,0.4714045207910317
