,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.11042079091251886,0.20903036437246963,0.1317079426936255,0.0851925171778113,1.8,0.5555555555555556,0.17667490929615745,0.3339024162034859,0.1974781660230142,0.1044542810139453,0.4000000000000001
cart,0.02546296296296296,0.033,0.028745644599303136,-0.06584362139917695,1.0,0.1111111111111111,0.09861763150065181,0.12780845042484476,0.11133140280909823,0.15454031054012676,0.0
