,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.19594155844155844,0.246875,0.2117958768873403,0.21350649350649356,2.0,0.4,0.36121730917707906,0.42773705050533095,0.3781519155299841,0.32038239111316036,0.0
cart,0.09664351851851852,0.0972251254180602,0.08888888888888889,0.054629629629629625,1.3333333333333333,0.3,0.25010647488278304,0.20729663589950675,0.20080855079919796,0.24046285526352576,0.4714045207910317
