method,policy,target,L-L,L-M,L-S,L-XS,M-L,M-M,M-S,M-XS,S-L,S-M,S-S,S-XS,XS-L,XS-M,XS-S,XS-XS
test set,standard,,"0,40625","0,0","0,0","0,0","0,0","0,0625","0,0","0,03125","0,1875","0,03125","0,0","0,0625","0,0","0,0","0,0","0,21875"
prim,standard,L-L,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
prim,standard,M-M,"0,0","0,0","0,0","0,0","0,0","0,2222222222222222","0,0","0,0","0,6666666666666666","0,1111111111111111","0,0","0,0","0,0","0,0","0,0","0,0"
prim,standard,M-XS,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,0","0,2","0,0","0,0","0,0","0,7"
prim,standard,S-L,"0,0","0,0","0,0","0,0","0,0","0,125","0,0","0,0","0,75","0,125","0,0","0,0","0,0","0,0","0,0","0,0"
prim,standard,S-XS,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2222222222222222","0,0","0,0","0,0","0,7777777777777778"
prim,standard,XS-XS,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
cart,standard,S-XS,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
cart,standard,XS-XS,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
