,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.2106818181818182,0.375,0.23866995073891623,0.2370909090909091,1.8333333333333333,0.6,0.36000107610032006,0.4841229182759271,0.3711702937717034,0.30284585614851306,0.3726779962499649
cart,0.125,0.0625,0.08333333333333333,0.10000000000000002,2.0,0.2,0.33071891388307384,0.16535945694153692,0.2204792759220492,0.3941468536913865,0.0
