,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.35290640394088674,0.2962820512820513,0.30958490566037733,0.15290640394088667,2.0,0.4,0.4358834475734027,0.38809714651718297,0.3837913281366136,0.2176699963647302,0.0
cart,0.3702857142857143,0.28794871794871796,0.3155918367346939,0.1702857142857143,2.0,0.4,0.4544262136733195,0.3739825996999987,0.39261677459722355,0.2485423283738209,0.0
