,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.35290640394088674,0.2962820512820513,0.30958490566037733,0.15290640394088667,2.0,0.4,0.4358834475734027,0.38809714651718297,0.3837913281366136,0.2176699963647302,0.0
cart,0.2322222222222222,0.13448717948717948,0.16337662337662337,0.03222222222222222,1.5,0.4,0.35298375439132823,0.2486652072020668,0.2923507875226042,0.08618357487922704,0.5
