,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.6365802675585285,0.43323482510146555,0.45933448142819167,0.3865802675585284,2.0,1.0,0.2065852954701478,0.18525729405212193,0.10307911392665463,0.11918481905985458,0.0
cart,0.4464285714285714,0.07358166027520865,0.12611714406330557,0.19642857142857142,2.0,0.75,0.36552659804390575,0.06020259321182956,0.10323086206399364,0.2531419398030695,0.0
