,precision,recall,f1,lift,complexity,success_rate,precision_std,recall_std,f1_std,lift_std,complexity_std
prim,0.30303030303030304,0.31666666666666665,0.30952380952380953,0.13636363636363635,2.0,0.3333333333333333,0.4317517226901517,0.4487637339278753,0.4396710788718902,0.350615709867406,0.0
cart,0.3333333333333333,0.26666666666666666,0.2916666666666667,0.16666666666666674,2.0,0.3333333333333333,0.4714045207910317,0.39440531887330776,0.41874481754670373,0.3863867442759344,0.0
